,Unnamed: 0,content,score,thumbsUpCount,Application,spam
773,773,mes lỗi không nhận thông báo,1,1,Messenger,clean
775,775,hok cài đặt đc,1,0,Messenger,clean
777,777,sơ hở là văng khỏi mess,1,0,Messenger,clean
778,778,lỗi quá mess ơi,1,5,Messenger,clean
781,781,sao mà mạng tế hoài v,1,0,Messenger,clean
784,784,mấy ngày nay cứ lỗi không vi phạm gì mà cứ không gửi tin nhắn được,1,1,Messenger,clean
785,785,kh nhắn đc trong khi bạn bè không hề chặn .,1,0,Messenger,clean
789,789,vô ac ko đc,2,0,Messenger,clean
790,790,messnger cũng dùng tạm được,5,0,Messenger,clean
791,791,chơi quá là ok,5,2,Messenger,clean
792,792,dùng tạm nha,4,0,Messenger,clean
793,793,messenger hay bị lỗi tin nhanh đến thường ko hiện lên máy tìm tun nhắn củ rất chậm,1,10,Messenger,clean
796,796,lỗi hoài kh nhắn đc,2,0,Messenger,clean
798,798,messenger thường xuyên bị lỗi,1,1,Messenger,clean
800,800,hay lỗi thông báo xíu,5,2,Messenger,clean
801,801,tìm tin nhắn cũ kh đc,1,0,Messenger,clean
804,804,đôi khi làm màn hình điện thoại đơ ko thể tương tác khiến mất dữ liệu,1,0,Messenger,clean
805,805,lỗi không nhận được tb shop ơi,1,1,Messenger,clean
808,808,lỗi ko nghe thấy gì,1,0,Messenger,clean
809,809,hiện tn chậm cực kì,1,0,Messenger,clean
810,810,khá tốt nhma hơn cùi,4,0,Messenger,clean
812,812,messenger quá nhìu lỗi,2,0,Messenger,clean
813,813,quá lắc mà người ta vẫn còn bốn cục mà lắc quá,1,0,Messenger,clean
814,814,dùng ok nhưng hay bị lỗi mong khắc phục,3,1,Messenger,clean
815,815,mess gi ma lỗi quá lỗi,1,2,Messenger,clean
816,816,hay mất filter quá à,4,5,Messenger,clean
819,819,gọi hay bị lỗi message trong khi đó mạng rất khỏe mong kỹ thuật bên message điều chỉnh lại,2,1,Messenger,clean
820,820,lỗi liên tục,1,1,Messenger,clean
825,825,nó rất ok,5,1,Messenger,clean
831,831,bi mat roi kg vo dc,5,1,Messenger,clean
832,832,cập nhât ko đc,5,1,Messenger,clean
834,834,lỗi miết đt ko hiện tn bắm ko ăn mong sửa lại,1,1,Messenger,clean
835,835,mess gọi không có màng hình,4,1,Messenger,clean
837,837,gu ok đo,5,1,Messenger,clean
840,840,mes lâu lâu bị lỗi hoài ko lỗi sài ok rất nhìu,4,1,Messenger,clean
841,841,lỗi nhiều quá .,1,1,Messenger,clean
842,842,lỗi không hiện được story,1,1,Messenger,clean
843,843,lỗi âm thanh,1,7,Messenger,clean
844,844,ok ok rất tốt,5,1,Messenger,clean
845,845,lỗi không chặn cũng ko nt đc,1,4,Messenger,clean
848,848,hiệu ứng cá nhân lúc có lúc ko,1,1,Messenger,clean
850,850,lỗi trạng thái hoạt động,1,2,Messenger,clean
853,853,rất tốt nhưng nó bị lỗi,5,1,Messenger,clean
854,854,messenger bị lỗi à,1,0,Messenger,clean
856,856,đăng xuất ra cái đăng nhập vô lại báo lỗi dô hoài kh đc,1,1,Messenger,clean
858,858,lỗi khung và ko chat dc,1,0,Messenger,clean
860,860,lag lỗi rất nhiều,1,0,Messenger,clean
862,862,kh vào được lỗi quá nhiều,1,3,Messenger,clean
864,864,đúng lúc cần thì không có,1,0,Messenger,clean
865,865,mangn vẫn đầy mà vô cứ quay vòng vòng .,1,0,Messenger,clean
866,866,nhắn tin hong đc tức á,1,0,Messenger,clean
867,867,s lag quá v,3,0,Messenger,clean
869,869,ok dùng ok,5,0,Messenger,clean
870,870,lỗi liên tục,1,0,Messenger,clean
871,871,riết kh thấy tbao ròi lag lỗi vài,1,0,Messenger,clean
872,872,không vô dc,1,0,Messenger,clean
874,874,cứ bị lỗi miết,1,0,Messenger,clean
877,877,dạo này hơi lỗi,3,0,Messenger,clean
879,879,mes lỗi nt qua rất chậm mặc dù wifi mạnh,1,0,Messenger,clean
880,880,kh gửi tn hay voice đc,1,1,Messenger,clean
883,883,gọi nói ko nghe đc,1,0,Messenger,clean
884,884,không được hoàn hảo,1,0,Messenger,clean
886,886,oke nhưng lâu lâu bị lỗi nhắn không được,5,1,Messenger,clean
887,887,khong vô được cứ quay miết,1,0,Messenger,clean
888,888,dạo này lỗi nhiều vải,3,0,Messenger,clean
891,891,tin nhắn ko hiện thông báo,1,0,Messenger,clean
893,893,ăn rồi bắt cập nhật hoài mà vẫn bị lỗi,1,1,Messenger,clean
894,894,khôg gọi đc,1,0,Messenger,clean
896,896,lỗi không kết nối hoài,1,0,Messenger,clean
899,899,cập nhật phiên bản mới mất luôn phần xem lại file với link,1,2,Messenger,clean
900,900,ko bớt lag đc à,1,2,Messenger,clean
903,903,ko nt dc,5,0,Messenger,clean
904,904,tôi vào thấy nó bị lag thất vọng,1,0,Messenger,clean
906,906,tệ hại thường xuyên lỗi,1,0,Messenger,clean
912,912,s hay lỗi quá,1,0,Messenger,clean
913,913,gì đâu cập nhật xong thì bị lỗi hoài không nhắn tin được,1,0,Messenger,clean
916,916,lỗi nhiều quá đang nhập chậm,1,0,Messenger,clean
918,918,không chơi đc fifai max,1,0,Messenger,clean
919,919,bị lỗi không vô dc cứ quay hình tròn làm lại đi,1,0,Messenger,clean
923,923,ứng dụng càng ngày càng tệ .,4,6,Messenger,clean
924,924,ứng dụng tốt,5,0,Messenger,clean
925,925,mes lỗi quá nhiều thêm tình trạng vô mes hum đc,1,0,Messenger,clean
926,926,dạo này messenger bị lỗi không thông báo tin nhắn chán quá,4,3,Messenger,clean
927,927,hay lỗilác,1,0,Messenger,clean
928,928,lỗi không cho nhắn tin,2,23,Messenger,clean
929,929,no phieng ko,5,0,Messenger,clean
930,930,toàn lỗi là lỗi,1,0,Messenger,clean
931,931,cứ bị lỗi hoài,1,3,Messenger,clean
933,933,không chuẩn luôn bu quá tùm lum khó tìm quá,5,0,Messenger,clean
935,935,không vào được messenger luôn,1,3,Messenger,clean
937,937,mess dạo này lỗi quá rồi không thể nào mà truy cập hay gửi tn được,3,0,Messenger,clean
939,939,gọi điện không có fiter,1,0,Messenger,clean
940,940,tải 10 chx xg,1,0,Messenger,clean
943,943,vì ko bật bóng bóng đc,1,0,Messenger,clean
944,944,ứng dụng tuyệt vòi luôn rất ok,5,0,Messenger,clean
946,946,tôi thấy cũng tốt lắm,5,0,Messenger,clean
947,947,hay bị mất wifi lúc đang xài,1,10,Messenger,clean
948,948,sao kh gọi dc .,1,0,Messenger,clean
950,950,bị lỗi gọi hong được,2,0,Messenger,clean
951,951,hay lag không chuyển tài khoản được chê .,1,0,Messenger,clean
952,952,thu nhỏ màn hình không được,1,0,Messenger,clean
954,954,mess nhắn tin rất lắc,2,1,Messenger,clean
957,957,lỗi quá tr lỗi,1,0,Messenger,clean
958,958,mess hay bị lỗi,1,0,Messenger,clean
959,959,lỗi nhiều vch,1,0,Messenger,clean
960,960,nó rất ok,5,0,Messenger,clean
963,963,ko nhắn tin và gọi đc,1,0,Messenger,clean
964,964,mes hay lỗi quá sài phải xoá đi xoá lại,1,1,Messenger,clean
966,966,hay lỗi vch,1,0,Messenger,clean
967,967,nhiều lúc bị lỗi bực mình vãi,1,2,Messenger,clean
968,968,hay bị đơ ko gửi đc ảnh,1,0,Messenger,clean
972,972,gửi video xong vỡ vãi ra,1,0,Messenger,clean
973,973,bị lag nhắn không được lỗi tùm lum,1,0,Messenger,clean
975,975,hay mất filter quá,1,0,Messenger,clean
978,978,ap rat tuyet voi,5,0,Messenger,clean
979,979,lỗi ko lên đc xin nhà sản xuất coi lại,4,0,Messenger,clean
983,983,quá lác ko thể chuyển khoản lổi,1,0,Messenger,clean
984,984,tôi không thể nhắn tin với người kháchoặc tin nhắn gửi đi rất chậm và mặc dù có wifi nhưng ứng dụng vẫn thông báo chưa kết nối mạng,3,1,Messenger,clean
985,985,lỗi phần soạn tin nhắn,1,5,Messenger,clean
986,986,lỗi hoài luôn ý,1,0,Messenger,clean
987,987,nhắn tin đc là đều có thể,5,6,Messenger,clean
988,988,lưu dữ liệu xong cái mess tự xoá điên hết xức,1,0,Messenger,clean
992,992,giờ lỗi ghê nt ko ko đc gọi thì được xàm vậy cho một sao,1,2,Messenger,clean
993,993,bị hiện ra toàn gửi tin nhắn ko được còn bị chặn,3,4,Messenger,clean
998,998,tải về xog chờ lập tài khoản quá lâu,1,2,Messenger,clean
999,999,ổn nhưng tôi ko thể nhắn thoại,4,1,Messenger,clean
1005,1005,rất hay bị lag và mất chat tạm thời,1,1,Messenger,clean
1006,1006,lỗi không báo tin nhắn đến,1,0,Messenger,clean
1007,1007,vào message mà cứ bắt nhập mật khẩu hoài mất thời gian,5,5,Messenger,clean
1008,1008,cứ không nt đc mess lỗi,1,0,Messenger,clean
1009,1009,mess đen xì,1,0,Messenger,clean
1010,1010,không xem được tin nhắn và không gọi được,1,0,Messenger,clean
1012,1012,massenger hơi lôi,3,0,Messenger,clean
1013,1013,rất tốt cám ơn rất nhiều,5,0,Messenger,clean
1015,1015,gọi thì lúc có ft lúc ko thoát cuộc gòi thì nền lỗi lâu lag ko rõ lí do,2,0,Messenger,clean
1016,1016,lag tải đoạn chat rõ lâu mặc dù mạng wifi khoẻ,2,9,Messenger,clean
1017,1017,hết lỗi này đến lỗi kia,1,0,Messenger,clean
1019,1019,lỗi hoài tệ thật,1,0,Messenger,clean
1020,1020,dở vc toàn xoay,1,0,Messenger,clean
1022,1022,không nhắn tin đc mặc dù bàn phím bị hỏng,1,0,Messenger,clean
1024,1024,cập nhật xong bị bay ra khỏi mess liên tục,1,2,Messenger,clean
1025,1025,bị văng ko bt lí do,1,0,Messenger,clean
1029,1029,ứng dụng này rất là có nhiều lợi ích cho tất cả mọi người,5,0,Messenger,clean
1030,1030,hơi lag nhưng xài vẫn ok,5,0,Messenger,clean
1036,1036,sao áp lỗi thế ko gọi được,1,0,Messenger,clean
1039,1039,dùng được tí là lại giật lag,1,0,Messenger,clean
1041,1041,lỗi ko kết nối gọi đc,1,0,Messenger,clean
1042,1042,dùng toàn lỗi,1,0,Messenger,clean
1043,1043,nt vs ghệ dc là hay r,5,0,Messenger,clean
1044,1044,lỗi quá ko tải dc ảnh các thứ,1,0,Messenger,clean
1045,1045,ứng dụng hay lỗi mạng khỏe máy khỏe vẫn lag đc nể,2,0,Messenger,clean
1049,1049,vãi sài ngon ghê,1,0,Messenger,clean
1051,1051,cần thêm nhiều ft xinh hơn,4,0,Messenger,clean
1056,1056,nha van sang tac rat hop li,5,0,Messenger,clean
1057,1057,tải về mà ko có ai nhắn tin mong mess chỉnh sửa,5,30,Messenger,clean
1058,1058,đang xài tự nhiên mất hết không cập nhật được,1,0,Messenger,clean
1059,1059,lỗi hoài mà kh sửa,1,12,Messenger,clean
1061,1061,tốt nguyễn phước lợi,5,0,Messenger,clean
1062,1062,ứng dụng tuyệt vời,5,0,Messenger,clean
1064,1064,dùng bị lôi hoài,1,0,Messenger,clean
1066,1066,chat video ko bật đc camera,1,0,Messenger,clean
1067,1067,dạo này mes nhắn tin với một số tài khoản ko thể thu hồi tin nhắn được .,1,0,Messenger,clean
1069,1069,có buồn có vùi,5,0,Messenger,clean
1070,1070,mes lỗi sửa dùm cái truy cập vô tin nhắn ko đ,2,3,Messenger,clean
1071,1071,k bật đc bong bóng chat là tn,1,2,Messenger,clean
1073,1073,cứ bị lỗi ko vô được,1,2,Messenger,clean
1074,1074,ứng dụng tốt lắm ạ,5,6,Messenger,clean
1075,1075,lỗi dô kh đc,1,0,Messenger,clean
1077,1077,quá lỗi luôn,1,1,Messenger,clean
1080,1080,tải rồi mà không ai nhắn tin mong khắc phục lỗi này,1,57,Messenger,clean
1088,1088,nó ko hay mik đả gửi phản hồi rồi mà cứ bắt gửi hoài ko hay ko nên tải về,1,3,Messenger,clean
1089,1089,không nt được thì xài để làm gì,1,0,Messenger,clean
1091,1091,hay lỗi rất ghét nhé,1,0,Messenger,clean
1093,1093,có vài lần cập nhật chán lắm,4,0,Messenger,clean
1094,1094,hk có bongchat,1,0,Messenger,clean
1096,1096,tạm ổn ổn lòi lìa,3,0,Messenger,clean
1098,1098,cũng ổn mà ae,5,0,Messenger,clean
1101,1101,hay bị lỗi fitler,1,0,Messenger,clean
1108,1108,lỗi không xóa được nhật ký cuộc gọi,1,0,Messenger,clean
1110,1110,mess lỗi mãi,1,0,Messenger,clean
1111,1111,bị lỗi gọi rồi mới bấm gọi nó tự tắc luôn,1,2,Messenger,clean
1115,1115,ko hiện tin nhắn,1,0,Messenger,clean
1119,1119,nt vs ngkhac ko đc nx,1,0,Messenger,clean
1120,1120,hàng rất đẹp,5,0,Messenger,clean
1121,1121,bị lỗi hông nhắn tin được,3,0,Messenger,clean
1123,1123,mess bị lỗi không gọi được,1,23,Messenger,clean
1124,1124,bi mo trong cuoc tro chuyen video,2,15,Messenger,clean
1125,1125,tải kh đc,1,0,Messenger,clean
1127,1127,toàn bị văng ra ngoài,5,0,Messenger,clean
1128,1128,ngy ko cho bulul,1,0,Messenger,clean
1130,1130,lâu lâu cứ bị lỗi không thông báo tin nhắn,1,3,Messenger,clean
1131,1131,lỗi nhiều vào kh được mess,1,1,Messenger,clean
1136,1136,cứ đăng nhập là nó quay 80 vòng ko xong,1,0,Messenger,clean
1138,1138,lỗi không biết sửa ả,1,40,Messenger,clean
1141,1141,nhắn tin thì bị lỗi người gửi tin nhắn thì chẵn xem đc j,1,104,Messenger,clean
1142,1142,ko vào mess được,1,0,Messenger,clean
1149,1149,filter lỗi,4,0,Messenger,clean
1150,1150,chặm quá,2,4,Messenger,clean
1151,1151,chắc máy tôi bị lỗi,2,0,Messenger,clean
1152,1152,lỗi không gọi đc,3,0,Messenger,clean
1153,1153,áp rất chất lg,5,0,Messenger,clean
1154,1154,dô coi tn toàn màn hình đen thui,1,0,Messenger,clean
1156,1156,mes mã hoá tin nhắn quá bất tiện còn nhiều lỗi quá bất tiện,1,5,Messenger,clean
1157,1157,lag ko cả đăng xuất đc thg xuyên bị lỗi,1,2,Messenger,clean
1158,1158,ứng dụng sài oki,5,0,Messenger,clean
1159,1159,messenger dạo này lỗi mà lát quá,1,16,Messenger,clean
1161,1161,lỗi kinh khủng ko vào được,1,1,Messenger,clean
1163,1163,rất tốt cảm on,5,0,Messenger,clean
1164,1164,sao ko mở đc,1,0,Messenger,clean
1166,1166,nó rất hay chập chờn,4,10,Messenger,clean
1169,1169,em rat tot,1,0,Messenger,clean
1171,1171,toàn lỗi nên cho 1,1,0,Messenger,clean
1172,1172,đăng nhập lại tài khoản ko đc,1,0,Messenger,clean
1174,1174,ko tải dc tải xog toàn lỗi,1,0,Messenger,clean
1176,1176,lỗi không gửi được tin nhắn quá tệ,1,5,Messenger,clean
1179,1179,lỗi quá khong nghe được ghi âm,1,0,Messenger,clean
1180,1180,bị lỗi kh coi ảnh được,1,0,Messenger,clean
1183,1183,không bật được bong bóng chat,1,0,Messenger,clean
1184,1184,ram 6g mà cũng bị đơ mấy hoài à,1,0,Messenger,clean
1185,1185,nói thật chứ icon đang đẹp xong cái đổi thành icon thường xấu vãi ra,1,0,Messenger,clean
1187,1187,ko có bong bóng chat,1,98,Messenger,clean
1188,1188,bị sai avatar để avatar này lên chat hiện avatar khác,1,0,Messenger,clean
1192,1192,ko gọi đc,1,1,Messenger,clean
1193,1193,suốt ngày lỗi lỗi gì lỗi lắm thế,2,0,Messenger,clean
1194,1194,fiu tơ lúc có lúc ko,3,0,Messenger,clean
1198,1198,messenger bị lỗi rất nhiều,1,0,Messenger,clean
1199,1199,ko tải đc .,1,1,Messenger,clean
1200,1200,đăng nhập báo bị lỗi,1,0,Messenger,clean
1201,1201,bị lỗi bực hết cả mình,3,0,Messenger,clean
1202,1202,quá nặng và lag,1,0,Messenger,clean
1203,1203,k gửi đc là sao zị,4,0,Messenger,clean
1204,1204,the nao cung đuoc,5,1,Messenger,clean
1209,1209,ứng dụng nt và gọi thoại hay,5,0,Messenger,clean
1215,1215,sao kh cài đặt đk v,1,0,Messenger,clean
1218,1218,cập nhật xong không gửi đc video,1,0,Messenger,clean
1219,1219,hảo mấy thanh niên kêu lag điện thoại yếu thì chả thế,5,0,Messenger,clean
1220,1220,không chia sẻ video từ người dùng đến tin nhắn shop kinh doanh được trong khi iphone chia sẻ được,1,0,Messenger,clean
1224,1224,ứng dụng hơi bị lỗi,4,0,Messenger,clean
1226,1226,tải xuống thành công tốt đẹp,5,0,Messenger,clean
1227,1227,sao bị lỗi vào không đc hoài vậy,1,19,Messenger,clean
1231,1231,ko gọi được ai lag lỗi nhiều,1,0,Messenger,clean
1237,1237,lỗi bong bóng chat,1,8,Messenger,clean
1238,1238,lag kinh khủng toàn lỗi,1,192,Messenger,clean
1239,1239,lag quá nhưng tiện lợi gọi điện,5,0,Messenger,clean
1241,1241,lỗi hoài dùg ko đc,1,0,Messenger,clean
1243,1243,mess sao kb rồi dô nt nó để bạn ko thể nt cho tài khoản này mess quá lỗi,2,0,Messenger,clean
1244,1244,mess lỗi quá nhìu,1,5,Messenger,clean
1245,1245,thông báo tin nhắn không hoạt động,1,4,Messenger,clean
1246,1246,lỗi bấm không xem được file,1,0,Messenger,clean
1247,1247,hog tốt đc,1,0,Messenger,clean
1249,1249,lỗi kiêm lag ko thể chấp nhận đc,1,0,Messenger,clean
1251,1251,ko thôg báo nổi trên màg hình ứg dụg nx,2,3,Messenger,clean
1256,1256,kg điện được,1,0,Messenger,clean
1261,1261,lác lâu bị lỏ,1,0,Messenger,clean
1262,1262,ko thể đăng nhập lại đc,1,0,Messenger,clean
1263,1263,quá nhiều lỗi nên cân nhắc sửa lại,1,70,Messenger,clean
1264,1264,ứng dụng này rất tốt và tiện lợi,5,0,Messenger,clean
1267,1267,rất hay bị lỗi làm rất là khó chịu,3,0,Messenger,clean
1268,1268,cảm giác thích thật đó khi được kết nối với mn,5,28,Messenger,clean
1269,1269,kha la tuyệt v,5,0,Messenger,clean
1271,1271,không thể cài đặt đc ứng dụng,1,0,Messenger,clean
1276,1276,rất tốt mng nên thử nha,5,0,Messenger,clean
1277,1277,dô hoài mà không đc,1,0,Messenger,clean
1279,1279,lỗi lắm vãi,1,0,Messenger,clean
1281,1281,xịn sò mong xịn sò giống iphone thì càng thích nè,5,0,Messenger,clean
1283,1283,qua dở tối ngày bị lỗu,1,0,Messenger,clean
1285,1285,làm việc tự do ql,5,0,Messenger,clean
1286,1286,bị lỗi suốt r,5,0,Messenger,clean
1287,1287,đăng nhập bay nick,1,0,Messenger,clean
1288,1288,bị lỗi hoài v,1,0,Messenger,clean
1290,1290,thông báo ko đè lên liên quân đc,1,0,Messenger,clean
1291,1291,messengers lỗi nhắn tin ko nhận,3,0,Messenger,clean
1292,1292,bị lỗi kh gửi đc tin nhắn .,3,0,Messenger,clean
